*********************************************************************************************
PROCESO DE SALDADO DE REMANENTES
*********************************************************************************************
---------------------------------------------------------------------------------------------
Área Corregida           FACTURAS TIENDAS
Fecha y Hora de Inicio:  2020-12-21 14:41:44
---------------------------------------------------------------------------------------------
Comienza con Este proceso elimina pequeños saldos pendientes en documentos para que ya no
aparezcan como documentos con saldos pendientes, el proceso recupera los documentos en el
rango de fechas con un pendiente menor o igual al monto Termina con pendiente a eliminar
y los salda con documentos creados para este propósito.
---------------------------------------------------------------------------------------------
Para la realización de este proceso el usuario eligió las siguientes opciones:


Fecha Inicial de la eliminación:2020-01-01

Fecha Final de la eliminación:2020-11-30

Monto pendiente a eliminar:1.00 PESO MEXICANO


                                   				DOCUMENTOS CREADOS CON EL AJUSTE


SERIE AJUSTE    FOLIO AJUSTE    SALDO AJUSTADO    SERIE FACTURA    FOLIO FACTURA    ABONADO    PENDIENTE    FECHA ABONO         CONCEPTO ABONO
AJSG            29                -58.37             FASG             12570            -0.01       0            2020-12-21 14:43:05  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12574            -0.1       0            2020-12-21 14:43:05  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12589            -0.45       0            2020-12-21 14:43:06  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12590            -0.49       0            2020-12-21 14:43:06  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12623            -0.5       0            2020-12-21 14:43:07  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12624            -0.9       0            2020-12-21 14:43:07  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12625            -0.01       0            2020-12-21 14:43:08  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12628            -0.1       0            2020-12-21 14:43:08  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12635            -1       0            2020-12-21 14:43:09  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12644            -0.9       0            2020-12-21 14:43:09  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12667            -1       0            2020-12-21 14:43:10  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12672            -0.76       0            2020-12-21 14:43:10  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12678            0.73       0            2020-12-21 14:43:11  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12682            0.35       0            2020-12-21 14:43:11  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12692            -0.21       0            2020-12-21 14:43:12  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12693            0.41       0            2020-12-21 14:43:12  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12703            0.02       0            2020-12-21 14:43:13  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12708            -0.91       0            2020-12-21 14:43:13  ABONO CLIENTE / AJUSTE SALDO

